Model,Make,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08,rangeHwyA,RangeHwy,Range,city08,UCity,UHighway,battery_assembly,battery_manufacture,vehicle_manufacture,total_embodied,usage,total
F150 Pickup 4WD,Ford,2005,ICE,8.0,4.6,Automatic 4-spd,2645,5604.166666666666,14.0,0.0,0.0,16.0,0.0,0.0,0.0,12.0,15.2135,22.5054,0.0,60000.0,8817203.890102463,10385403.890102463,141565238.99386308,151950642.88396555
F150 Pickup 4WD,Ford,2005,ICE,8.0,5.4,Automatic 4-spd,2646,5604.166666666666,14.0,0.0,0.0,17.0,0.0,0.0,0.0,13.0,15.7,22.9,0.0,60000.0,8817203.890102463,10385403.890102463,132251736.42847733,142637140.3185798
Ranger Pickup 4WD,Ford,2005,ICE,6.0,3.0,Automatic 5-spd,2647,3864.583333333333,16.0,0.0,0.0,19.0,0.0,0.0,0.0,15.0,17.9994,25.5965,0.0,60000.0,6080265.136111549,7648465.136111549,116873627.5414451,124522092.67755665
Ranger Pickup 4WD,Ford,2005,ICE,6.0,3.0,Manual 5-spd,2648,3864.583333333333,17.0,0.0,0.0,19.0,0.0,0.0,0.0,15.0,18.9979,26.3491,0.0,60000.0,6080265.136111549,7648465.136111549,116873627.5414451,124522092.67755665
Ranger Pickup 4WD,Ford,2005,ICE,6.0,4.0,Automatic 5-spd,2649,3864.583333333333,16.0,0.0,0.0,18.0,0.0,0.0,0.0,14.0,17.2328,25.1826,0.0,60000.0,6080265.136111549,7648465.136111549,124088048.99462076,131736514.1307323
Ranger Pickup 4WD,Ford,2005,ICE,6.0,4.0,Manual 5-spd,2650,3864.583333333333,15.0,0.0,0.0,17.0,0.0,0.0,0.0,14.0,17.2669,24.1445,0.0,60000.0,6080265.136111549,7648465.136111549,128448970.84427196,136097435.98038352
Titan 4WD,Nissan,2005,ICE,8.0,5.6,Automatic 5-spd,2651,5432.692307692308,14.0,0.0,0.0,17.0,0.0,0.0,0.0,12.0,15.0,23.2217,0.0,60000.0,8547418.126236016,10115618.126236016,136286535.16697326,146402153.29320928
Uplander FWD,Chevrolet,2005,ICE,6.0,3.5,Automatic 4-spd,2652,4750.0,18.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,19.7,31.3,0.0,60000.0,7473317.795328483,9041517.795328483,101270851.06865774,110312368.86398622
Freestar Cargo Van FWD,Ford,2005,ICE,6.0,3.9,Automatic 4-spd,2653,4687.5,18.0,0.0,0.0,22.0,0.0,0.0,0.0,16.0,19.9,29.9,0.0,60000.0,7374984.6664425805,8943184.66644258,104156807.96439669,113099992.63083926
Freestar Cargo Van FWD,Ford,2005,ICE,6.0,4.2,Automatic 4-spd,2654,4687.5,18.0,0.0,0.0,21.0,0.0,0.0,0.0,16.0,19.3105,29.115,0.0,60000.0,7374984.6664425805,8943184.66644258,107212074.33135234,116155258.99779493
Freestar Wagon FWD,Ford,2005,ICE,6.0,3.8,Automatic 4-spd,2655,4687.5,18.0,0.0,0.0,22.0,0.0,0.0,0.0,16.0,19.9,29.9,0.0,60000.0,7374984.6664425805,8943184.66644258,104156807.96439669,113099992.63083926
Freestar Wagon FWD,Ford,2005,ICE,6.0,4.2,Automatic 4-spd,2656,4687.5,18.0,0.0,0.0,21.0,0.0,0.0,0.0,16.0,19.2845,29.0712,0.0,60000.0,7374984.6664425805,8943184.66644258,107212074.33135234,116155258.99779493
Odyssey,Honda,2005,ICE,6.0,3.5,Automatic 5-spd,2657,4750.0,20.0,0.0,0.0,26.0,0.0,0.0,0.0,17.0,21.7,36.1,0.0,60000.0,7473317.795328483,9041517.795328483,91582068.05069959,100623585.84602807
MPV,Mazda,2005,ICE,6.0,3.0,Automatic 5-spd,2658,4000.0,19.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,19.9828,31.7766,0.0,60000.0,6293320.248697667,7861520.248697667,101270851.06865774,109132371.31735541
Quest,Nissan,2005,ICE,6.0,3.5,Automatic 4-spd,2659,4666.666666666667,19.0,0.0,0.0,24.0,0.0,0.0,0.0,17.0,21.0,33.3,0.0,60000.0,7342206.956813946,8910406.956813946,96413735.9094895,105324142.86630344
Quest,Nissan,2005,ICE,6.0,3.5,Automatic 5-spd,2660,4666.666666666667,19.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,20.2346,32.3398,0.0,60000.0,7342206.956813946,8910406.956813946,101270851.06865774,110181258.02547169
Montana SVX FWD,Pontiac,2005,ICE,6.0,3.5,Automatic 4-spd,2661,5000.0,18.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,19.7,31.3,0.0,60000.0,7866650.310872085,9434850.310872085,101270851.06865774,110705701.37952983
Sienna 2WD,Toyota,2005,ICE,6.0,3.3,Automatic 5-spd,2662,4625.0,19.0,0.0,0.0,24.0,0.0,0.0,0.0,17.0,20.8,33.5,0.0,60000.0,7276651.53755668,8844851.53755668,96413735.9094895,105258587.44704618
Uplander AWD,Chevrolet,2005,ICE,6.0,3.5,Automatic 4-spd,2663,4750.0,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,18.9,29.0,0.0,60000.0,7473317.795328483,9041517.795328483,109848436.81491017,118889954.61023866
Montana SVX AWD,Pontiac,2005,ICE,6.0,3.5,Automatic 4-spd,2664,5000.0,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,18.9,29.0,0.0,60000.0,7866650.310872085,9434850.310872085,109848436.81491017,119283287.12578225
Sienna 4WD,Toyota,2005,ICE,6.0,3.3,Automatic 5-spd,2665,4625.0,18.0,0.0,0.0,22.0,0.0,0.0,0.0,16.0,20.2308,30.5213,0.0,60000.0,7276651.53755668,8844851.53755668,104156807.96439669,113001659.50195336
Rendezvous FWD,Buick,2005,ICE,6.0,3.4,Automatic 4-spd,2666,4375.0,19.0,0.0,0.0,24.0,0.0,0.0,0.0,17.0,20.8,33.4,0.0,60000.0,6883319.022013075,8451519.022013074,96413735.9094895,104865254.93150257
Rendezvous FWD,Buick,2005,ICE,6.0,3.6,Automatic 4-spd,2667,4375.0,19.0,0.0,0.0,24.0,0.0,0.0,0.0,16.0,20.4,34.1,0.0,60000.0,6883319.022013075,8451519.022013074,98540509.49572822,106992028.5177413
Escalade 2WD,Cadillac,2005,ICE,8.0,5.3,Automatic 4-spd,2668,5750.0,15.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,16.8,25.6,0.0,60000.0,9046647.8575029,10614847.8575029,120013516.04255857,130628363.90006146
Escalade 2WD,Cadillac,2005,ICE,8.0,6.0,Automatic 4-spd,2669,5750.0,14.0,0.0,0.0,17.0,0.0,0.0,0.0,13.0,15.8,22.9,0.0,60000.0,9046647.8575029,10614847.8575029,132251736.42847733,142866584.28598022
SRX 2WD,Cadillac,2005,ICE,6.0,3.6,Automatic (S5),2670,4759.615384615385,17.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,18.2995,29.9459,0.0,60000.0,7488445.969003236,9056645.969003236,106643310.01129209,115699955.98029532
SRX 2WD,Cadillac,2005,ICE,8.0,4.6,Automatic (S5),2671,4759.615384615385,16.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,16.7,26.9231,0.0,60000.0,7488445.969003236,9056645.969003236,120013516.04255857,129070162.0115618
Blazer 2WD,Chevrolet,2005,ICE,6.0,4.3,Automatic 4-spd,2672,4166.666666666666,17.0,0.0,0.0,20.0,0.0,0.0,0.0,15.0,18.3,28.1,0.0,60000.0,6555541.925726737,8123741.925726737,113252191.19509049,121375933.12081723
Blazer 2WD,Chevrolet,2005,ICE,6.0,4.3,Manual 5-spd,2673,4166.666666666666,16.0,0.0,0.0,20.0,0.0,0.0,0.0,14.0,17.3,27.9,0.0,60000.0,6555541.925726737,8123741.925726737,116198057.44004948,124321799.36577623
Equinox FWD,Chevrolet,2005,ICE,6.0,3.4,Automatic 5-spd,2674,4000.0,19.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,20.6,32.0,0.0,60000.0,6293320.248697667,7861520.248697667,99025930.72477123,106887450.9734689
TrailBlazer 2WD,Chevrolet,2005,ICE,6.0,4.2,Automatic 4-spd,2675,5125.0,16.0,0.0,0.0,20.0,0.0,0.0,0.0,14.0,17.5,27.4,0.0,60000.0,8063316.5686438875,9631516.568643888,116198057.44004948,125829574.00869337
TrailBlazer Ext 2WD,Chevrolet,2005,ICE,6.0,4.2,Automatic 4-spd,2676,5125.0,15.0,0.0,0.0,18.0,0.0,0.0,0.0,13.0,16.3,24.7,0.0,60000.0,8063316.5686438875,9631516.568643888,127633421.82303847,137264938.39168236
TrailBlazer Ext 2WD,Chevrolet,2005,ICE,8.0,5.3,Automatic 4-spd,2677,5125.0,15.0,0.0,0.0,19.0,0.0,0.0,0.0,13.0,16.5498,25.8,0.0,60000.0,8063316.5686438875,9631516.568643888,123326772.62042062,132958289.1890645
Pacifica 2WD,Chrysler,2005,ICE,6.0,3.5,Automatic 4-spd,2678,4910.714285714286,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,18.6499,29.526,0.0,60000.0,7726174.412463656,9294374.412463656,109848436.81491017,119142811.22737382
Pacifica 2WD,Chrysler,2005,ICE,6.0,3.8,Automatic 4-spd,2679,4910.714285714286,18.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,19.5,31.9,0.0,60000.0,7726174.412463656,9294374.412463656,101270851.06865774,110565225.48112139
Durango 2WD,Dodge,2005,ICE,6.0,3.7,Automatic 4-spd,2680,5250.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,17.7,26.9,0.0,60000.0,8259982.826415689,9828182.82641569,120013516.04255857,129841698.86897425
Durango 2WD,Dodge,2005,ICE,8.0,4.7,Automatic 5-spd,2681,5250.0,14.0,0.0,0.0,17.0,0.0,0.0,0.0,13.0,15.4,23.9,0.0,60000.0,8259982.826415689,9828182.82641569,132251736.42847733,142079919.25489303
Durango 2WD,Dodge,2005,ICE,8.0,5.7,Automatic 5-spd,2682,5250.0,14.0,0.0,0.0,17.0,0.0,0.0,0.0,12.0,15.1,24.1,0.0,60000.0,8259982.826415689,9828182.82641569,136286535.16697326,146114717.99338895
Escape 2WD,Ford,2005,ICE,4.0,2.3,Automatic 4-spd,2683,3814.870689655173,21.0,0.0,0.0,23.0,0.0,0.0,0.0,19.0,24.0,32.2,0.0,60000.0,6002050.739342535,7570250.739342535,94821999.70343661,102392250.44277915
Escape 2WD,Ford,2005,ICE,4.0,2.3,Manual 5-spd,2684,3814.870689655173,24.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,27.0,37.8,0.0,60000.0,6002050.739342535,7570250.739342535,82725365.99641383,90295616.73575637
Escape 2WD,Ford,2005,ICE,6.0,3.0,Automatic 4-spd,2685,3814.870689655173,19.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,21.8,31.5,0.0,60000.0,6002050.739342535,7570250.739342535,99025930.72477123,106596181.46411377
Escape Hybrid 2WD,Ford,2005,HEV,4.0,2.3,Automatic (variable gear ratios),2686,3814.870689655173,29.0,0.0,0.0,28.0,0.0,0.0,0.0,30.0,39.6,39.4423,0.0,520688.72723144817,5354058.060782984,7382946.788014432,69558006.70286699,76940953.49088141
Expedition 2WD,Ford,2005,ICE,8.0,5.4,Automatic 4-spd,2687,6000.0,14.0,0.0,0.0,18.0,0.0,0.0,0.0,13.0,15.4,24.4,0.0,60000.0,9439980.373046502,11008180.373046502,127633421.82303847,138641602.19608498
Explorer 2WD,Ford,2005,ICE,6.0,4.0,Automatic 5-spd,2688,4783.333333333334,16.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,17.2832,26.449400000000004,0.0,60000.0,7525762.130734296,9093962.130734295,120013516.04255857,129107478.17329286
Explorer 2WD,Ford,2005,ICE,8.0,4.6,Automatic 5-spd,2689,4783.333333333334,15.0,0.0,0.0,18.0,0.0,0.0,0.0,13.0,16.1716,25.0612,0.0,60000.0,7525762.130734296,9093962.130734295,127633421.82303847,136727383.95377278
Freestyle FWD,Ford,2005,ICE,6.0,3.0,Automatic (variable gear ratios),2690,4375.0,20.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,22.4,34.2,0.0,60000.0,6883319.022013075,8451519.022013074,92001207.95024513,100452726.9722582
Envoy 2WD,GMC,2005,ICE,6.0,4.2,Automatic 4-spd,2691,5500.0,16.0,0.0,0.0,20.0,0.0,0.0,0.0,14.0,17.5,27.4,0.0,60000.0,8653315.341959294,10221515.341959292,116198057.44004948,126419572.78200878
Envoy XL 2WD,GMC,2005,ICE,6.0,4.2,Automatic 4-spd,2692,5500.0,15.0,0.0,0.0,18.0,0.0,0.0,0.0,13.0,16.3,24.7,0.0,60000.0,8653315.341959294,10221515.341959292,127633421.82303847,137854937.16499776
Envoy XL 2WD,GMC,2005,ICE,8.0,5.3,Automatic 4-spd,2693,5500.0,15.0,0.0,0.0,19.0,0.0,0.0,0.0,13.0,16.5498,25.8,0.0,60000.0,8653315.341959294,10221515.341959292,123326772.62042062,133548287.96237992
Envoy XUV 2WD,GMC,2005,ICE,6.0,4.2,Automatic 4-spd,2694,5500.0,15.0,0.0,0.0,18.0,0.0,0.0,0.0,13.0,16.3,24.7,0.0,60000.0,8653315.341959294,10221515.341959292,127633421.82303847,137854937.16499776
Envoy XUV 2WD,GMC,2005,ICE,8.0,5.3,Automatic 4-spd,2695,5500.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,17.2,26.5,0.0,60000.0,8653315.341959294,10221515.341959292,120013516.04255857,130235031.38451786
CR-V 2WD,Honda,2005,ICE,4.0,2.4,Automatic 5-spd,2696,3687.5,23.0,0.0,0.0,26.0,0.0,0.0,0.0,20.0,25.6,36.8,0.0,60000.0,5801654.604268163,7369854.604268163,86275810.88896377,93645665.49323194
Tucson 2WD,Hyundai,2005,ICE,4.0,2.0,Automatic 4-spd,2697,3822.916666666667,22.0,0.0,0.0,25.0,0.0,0.0,0.0,19.0,24.5,34.5,0.0,60000.0,6014709.716854283,7582909.716854283,90144681.33241506,97727591.04926935
Tucson 2WD,Hyundai,2005,ICE,4.0,2.0,Manual 5-spd,2698,3822.916666666667,22.0,0.0,0.0,25.0,0.0,0.0,0.0,20.0,24.7,35.2,0.0,60000.0,6014709.716854283,7582909.716854283,88361599.72364204,95944509.44049633
Tucson 2WD,Hyundai,2005,ICE,6.0,2.7,Automatic 4-spd,2699,3822.916666666667,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,22.0,32.9,0.0,60000.0,6014709.716854283,7582909.716854283,94376825.99590872,101959735.71276301
FX35 RWD,Infiniti,2005,ICE,6.0,3.5,Automatic (S5),2700,4500.0,18.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,18.8389,30.0776,0.0,60000.0,7079985.279784877,8648185.279784877,106643310.01129209,115291495.29107696
QX56 2WD,Infiniti,2005,ICE,8.0,5.6,Automatic 5-spd,2701,5750.0,14.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,14.8,24.3,0.0,60000.0,9046647.8575029,10614847.8575029,131387345.99430433,142002193.85180724
Liberty/Cherokee 2WD,Jeep,2005,ICE,4.0,2.4,Manual 6-spd,2702,4170.454545454546,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,23.1,32.8,0.0,60000.0,6561501.509295581,8129701.509295581,94376825.99590872,102506527.5052043
Liberty/Cherokee 2WD,Jeep,2005,ICE,6.0,3.7,Automatic 4-spd,2703,4170.454545454546,17.0,0.0,0.0,20.0,0.0,0.0,0.0,15.0,18.7,28.0,0.0,60000.0,6561501.509295581,8129701.509295581,113252191.19509049,121381892.70438607
Liberty/Cherokee 2WD,Jeep,2005,ICE,6.0,3.7,Manual 6-spd,2704,4170.454545454546,17.0,0.0,0.0,20.0,0.0,0.0,0.0,16.0,19.5,27.7996,0.0,60000.0,6561501.509295581,8129701.509295581,110451999.65455253,118581701.16384812
RX 330 2WD,Lexus,2005,ICE,6.0,3.3,Automatic 5-spd,2705,4375.0,20.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,21.6294,32.3305,0.0,60000.0,6883319.022013075,8451519.022013074,99025930.72477123,107477449.7467843
RX 330 2WD,Lexus,2005,ICE,6.0,3.3,Automatic (S5),2706,4375.0,19.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,21.5,31.9,0.0,60000.0,6883319.022013075,8451519.022013074,99025930.72477123,107477449.7467843
Aviator 2WD,Lincoln,2005,ICE,8.0,4.6,Automatic 5-spd,2707,5250.0,13.0,0.0,0.0,17.0,0.0,0.0,0.0,11.0,14.1,22.9,0.0,60000.0,8259982.826415689,9828182.82641569,140575272.2876123,150403455.11402798
Navigator 2WD,Lincoln,2005,ICE,8.0,5.4,Automatic 6-spd,2708,6000.0,13.0,0.0,0.0,17.0,0.0,0.0,0.0,11.0,14.1,22.8,0.0,60000.0,9439980.373046502,11008180.373046502,140575272.2876123,151583452.66065878
Mariner 2WD,Mercury,2005,ICE,4.0,2.3,Automatic 4-spd,2709,3875.0,21.0,0.0,0.0,24.0,0.0,0.0,0.0,19.0,24.504,32.927,0.0,60000.0,6096653.990925865,7664853.990925865,92424202.00978649,100089056.00071235
Mariner 2WD,Mercury,2005,ICE,6.0,3.0,Automatic 4-spd,2710,3875.0,19.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,21.9289,31.4353,0.0,60000.0,6096653.990925865,7664853.990925865,99025930.72477123,106690784.7156971
Mountaineer 2WD,Mercury,2005,ICE,6.0,4.0,Automatic 5-spd,2711,5000.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,17.2832,26.4494,0.0,60000.0,7866650.310872085,9434850.310872085,120013516.04255857,129448366.35343066
Mountaineer 2WD,Mercury,2005,ICE,8.0,4.6,Automatic 5-spd,2712,5000.0,15.0,0.0,0.0,18.0,0.0,0.0,0.0,13.0,16.1716,25.0612,0.0,60000.0,7866650.310872085,9434850.310872085,127633421.82303847,137068272.13391057
Endeavor 2WD,Mitsubishi,2005,ICE,6.0,3.8,Automatic (S4),2713,4375.0,18.0,0.0,0.0,21.0,0.0,0.0,0.0,16.0,19.3,29.8,0.0,60000.0,6883319.022013075,8451519.022013074,107212074.33135234,115663593.3533654
Outlander 2WD,Mitsubishi,2005,ICE,4.0,2.4,Manual 5-spd,2714,3716.666666666667,22.0,0.0,0.0,25.0,0.0,0.0,0.0,19.0,24.2,35.5,0.0,60000.0,5847543.397748251,7415743.397748251,90144681.33241506,97560424.7301633
Outlander 2WD,Mitsubishi,2005,ICE,4.0,2.4,Automatic (S4),2715,3716.666666666667,21.0,0.0,0.0,24.0,0.0,0.0,0.0,19.0,23.7505,33.6451,0.0,60000.0,5847543.397748251,7415743.397748251,92424202.00978649,99839945.40753473
Armada 2WD,Nissan,2005,ICE,8.0,5.6,Automatic 5-spd,2716,5750.0,14.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,14.9764,24.2614,0.0,60000.0,9046647.8575029,10614847.8575029,131387345.99430433,142002193.85180724
Murano FWD,Nissan,2005,ICE,6.0,3.5,Automatic (variable gear ratios),2717,4250.0,20.0,0.0,0.0,23.0,0.0,0.0,0.0,18.0,22.3,32.1,0.0,60000.0,6686652.7642412735,8254852.7642412735,96878380.41989669,105133233.18413797
Pathfinder 2WD,Nissan,2005,ICE,6.0,4.0,Automatic 5-spd,2718,4937.5,17.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,17.8381,29.2253,0.0,60000.0,7768317.181986185,9336517.181986185,112617725.13797511,121954242.3199613
Vue FWD,Saturn,2005,ICE,4.0,2.2,Automatic (variable gear ratios),2719,3775.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,20.0,24.6,35.8974,0.0,60000.0,5939320.984708425,7507520.984708425,86275810.88896377,93783331.8736722
Vue FWD,Saturn,2005,ICE,4.0,2.2,Automatic 4-spd,2720,3775.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,19.0,24.3,34.3,0.0,60000.0,5939320.984708425,7507520.984708425,90144681.33241506,97652202.31712349
Vue FWD,Saturn,2005,ICE,4.0,2.2,Manual 5-spd,2721,3775.0,23.0,0.0,0.0,27.0,0.0,0.0,0.0,20.0,25.5,37.3,0.0,60000.0,5939320.984708425,7507520.984708425,84286221.95861031,91793742.94331874
Vue FWD,Saturn,2005,ICE,6.0,3.5,Automatic 5-spd,2722,3775.0,20.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,22.0,35.3,0.0,60000.0,5939320.984708425,7507520.984708425,92001207.95024513,99508728.93495356
4Runner 2WD,Toyota,2005,ICE,6.0,4.0,Automatic 5-spd,2723,4625.0,18.0,0.0,0.0,20.0,0.0,0.0,0.0,16.0,20.2713,28.2584,0.0,60000.0,7276651.53755668,8844851.53755668,110451999.65455253,119296851.19210921
Highlander 2WD,Toyota,2005,ICE,4.0,2.4,Automatic 4-spd,2724,4187.5,22.0,0.0,0.0,25.0,0.0,0.0,0.0,19.0,24.5,34.8,0.0,60000.0,6588319.635355372,8156519.635355372,90144681.33241506,98301200.96777043
Highlander 2WD,Toyota,2005,ICE,6.0,3.3,Automatic 5-spd,2725,4187.5,19.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,21.4,31.5,0.0,60000.0,6588319.635355372,8156519.635355372,99025930.72477123,107182450.3601266
RAV4 2WD,Toyota,2005,ICE,4.0,2.4,Automatic 4-spd,2726,3343.75,23.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,27.1,37.2,0.0,60000.0,5260822.395395707,6829022.395395707,82725365.99641383,89554388.39180954
RAV4 2WD,Toyota,2005,ICE,4.0,2.4,Manual 5-spd,2727,3343.75,23.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,26.5499,38.3,0.0,60000.0,5260822.395395707,6829022.395395707,82725365.99641383,89554388.39180954
Sequoia 2WD,Toyota,2005,ICE,8.0,4.7,Automatic 5-spd,2728,5500.0,15.0,0.0,0.0,17.0,0.0,0.0,0.0,14.0,17.1,23.0996,0.0,60000.0,8653315.341959294,10221515.341959292,128448970.84427196,138670486.18623126
MDX 4WD,Acura,2005,ICE,6.0,3.5,Automatic 5-spd,2729,4750.0,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,18.4,29.3,0.0,60000.0,7473317.795328483,9041517.795328483,109848436.81491017,118889954.61023866
Allroad quattro,Audi,2005,ICE,6.0,2.7,Manual 6-spd,2730,4500.0,17.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,17.6,29.4,0.0,60000.0,7079985.279784877,8648185.279784877,112617725.13797511,121265910.41775998
Allroad quattro,Audi,2005,ICE,6.0,2.7,Automatic (S5),2731,4500.0,17.0,0.0,0.0,20.0,0.0,0.0,0.0,15.0,18.3,28.2,0.0,60000.0,7079985.279784877,8648185.279784877,113252191.19509049,121900376.47487536
Allroad quattro,Audi,2005,ICE,8.0,4.2,Automatic (S5),2732,4500.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,17.8,26.6,0.0,60000.0,7079985.279784877,8648185.279784877,120013516.04255857,128661701.32234344
X3,BMW,2005,ICE,6.0,2.5,Manual 6-spd,2733,4250.0,18.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,19.2,31.2,0.0,60000.0,6686652.7642412735,8254852.7642412735,106643310.01129209,114898162.77553336
X3,BMW,2005,ICE,6.0,2.5,Automatic (S5),2734,4250.0,17.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,18.5,30.1,0.0,60000.0,6686652.7642412735,8254852.7642412735,106643310.01129209,114898162.77553336
X3,BMW,2005,ICE,6.0,3.0,Manual 6-spd,2735,4250.0,18.0,0.0,0.0,23.0,0.0,0.0,0.0,15.0,19.0,31.6,0.0,60000.0,6686652.7642412735,8254852.7642412735,103619917.20169362,111874769.9659349
X3,BMW,2005,ICE,6.0,3.0,Automatic (S5),2736,4250.0,17.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,17.7,29.8,0.0,60000.0,6686652.7642412735,8254852.7642412735,112617725.13797511,120872577.90221639
X5,BMW,2005,ICE,6.0,3.0,Manual 6-spd,2737,5166.666666666666,16.0,0.0,0.0,20.0,0.0,0.0,0.0,13.0,16.4,27.4,0.0,60000.0,8128871.987901155,9697071.987901155,119301269.65654932,128998341.64445047
X5,BMW,2005,ICE,6.0,3.0,Automatic (S5),2738,5166.666666666666,16.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,17.5,26.7,0.0,60000.0,8128871.987901155,9697071.987901155,120013516.04255857,129710588.03045972
X5,BMW,2005,ICE,8.0,4.4,Automatic (S6),2739,5166.666666666666,16.0,0.0,0.0,20.0,0.0,0.0,0.0,14.0,17.7,28.0,0.0,60000.0,8128871.987901155,9697071.987901155,116198057.44004948,125895129.42795064
X5 4.8is,BMW,2005,ICE,8.0,4.8,Automatic (S6),2740,5166.666666666666,16.0,0.0,0.0,20.0,0.0,0.0,0.0,14.0,17.8,27.4,0.0,60000.0,8128871.987901155,9697071.987901155,116198057.44004948,125895129.42795064
Rendezvous AWD,Buick,2005,ICE,6.0,3.4,Automatic 4-spd,2741,4375.0,18.0,0.0,0.0,22.0,0.0,0.0,0.0,16.0,20.0,30.7692,0.0,60000.0,6883319.022013075,8451519.022013074,104156807.96439669,112608326.98640975
Rendezvous AWD,Buick,2005,ICE,6.0,3.6,Automatic 4-spd,2742,4375.0,18.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,19.6,32.3,0.0,60000.0,6883319.022013075,8451519.022013074,101270851.06865774,109722370.09067081
Escalade AWD,Cadillac,2005,ICE,8.0,6.0,Automatic 4-spd,2743,5750.0,13.0,0.0,0.0,16.0,0.0,0.0,0.0,12.0,14.4444,22.3,0.0,60000.0,9046647.8575029,10614847.8575029,141565238.99386308,152180086.85136598
Escalade ESV AWD,Cadillac,2005,ICE,8.0,6.0,Automatic 4-spd,2744,5750.0,13.0,0.0,0.0,16.0,0.0,0.0,0.0,12.0,14.4444,22.3,0.0,60000.0,9046647.8575029,10614847.8575029,141565238.99386308,152180086.85136598
Escalade Ext AWD,Cadillac,2005,ICE,8.0,6.0,Automatic 4-spd,2745,5750.0,13.0,0.0,0.0,16.0,0.0,0.0,0.0,12.0,14.4444,22.3,0.0,60000.0,9046647.8575029,10614847.8575029,141565238.99386308,152180086.85136598
SRX AWD,Cadillac,2005,ICE,6.0,3.6,Automatic (S5),2746,4759.615384615385,17.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,17.5994,28.6457,0.0,60000.0,7488445.969003236,9056645.969003236,112617725.13797511,121674371.10697834
SRX AWD,Cadillac,2005,ICE,8.0,4.6,Automatic (S5),2747,4759.615384615385,15.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,16.2,25.641,0.0,60000.0,7488445.969003236,9056645.969003236,120013516.04255857,129070162.0115618
Blazer 4WD,Chevrolet,2005,ICE,6.0,4.3,Automatic 4-spd,2748,4166.666666666666,15.0,0.0,0.0,18.0,0.0,0.0,0.0,14.0,16.8,24.8,0.0,60000.0,6555541.925726737,8123741.925726737,124088048.99462076,132211790.9203475
Blazer 4WD,Chevrolet,2005,ICE,6.0,4.3,Manual 5-spd,2749,4166.666666666666,15.0,0.0,0.0,17.0,0.0,0.0,0.0,13.0,16.2,24.0,0.0,60000.0,6555541.925726737,8123741.925726737,132251736.42847733,140375478.35420406
Equinox AWD,Chevrolet,2005,ICE,6.0,3.4,Automatic 5-spd,2750,4000.0,19.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,20.6,32.0,0.0,60000.0,6293320.248697667,7861520.248697667,99025930.72477123,106887450.9734689
